count,owner_occupancy_name,county_name,state_name
"43","Not owner-occupied as a principal dwelling","Starke County","Indiana"
"403","Owner-occupied as a principal dwelling","Starke County","Indiana"
"166","Not owner-occupied as a principal dwelling","Steuben County","Indiana"
"612","Owner-occupied as a principal dwelling","Steuben County","Indiana"
"14","Not owner-occupied as a principal dwelling","Sullivan County","Indiana"
"276","Owner-occupied as a principal dwelling","Sullivan County","Indiana"
"2","Not applicable","Switzerland County","Indiana"
"11","Not owner-occupied as a principal dwelling","Switzerland County","Indiana"
"196","Owner-occupied as a principal dwelling","Switzerland County","Indiana"
"29","Not applicable","Tippecanoe County","Indiana"
"462","Not owner-occupied as a principal dwelling","Tippecanoe County","Indiana"
"3130","Owner-occupied as a principal dwelling","Tippecanoe County","Indiana"
"1","Not applicable","Tipton County","Indiana"
"16","Not owner-occupied as a principal dwelling","Tipton County","Indiana"
"279","Owner-occupied as a principal dwelling","Tipton County","Indiana"
"13","Not owner-occupied as a principal dwelling","Union County","Indiana"
"117","Owner-occupied as a principal dwelling","Union County","Indiana"
"15","Not applicable","Vanderburgh County","Indiana"
"330","Not owner-occupied as a principal dwelling","Vanderburgh County","Indiana"
"3277","Owner-occupied as a principal dwelling","Vanderburgh County","Indiana"
"16","Not owner-occupied as a principal dwelling","Vermillion County","Indiana"
"250","Owner-occupied as a principal dwelling","Vermillion County","Indiana"
"3","Not applicable","Vigo County","Indiana"
"166","Not owner-occupied as a principal dwelling","Vigo County","Indiana"
"1494","Owner-occupied as a principal dwelling","Vigo County","Indiana"
"32","Not owner-occupied as a principal dwelling","Wabash County","Indiana"
"415","Owner-occupied as a principal dwelling","Wabash County","Indiana"
"7","Not owner-occupied as a principal dwelling","Warren County","Indiana"
"136","Owner-occupied as a principal dwelling","Warren County","Indiana"
"5","Not applicable","Warrick County","Indiana"
"61","Not owner-occupied as a principal dwelling","Warrick County","Indiana"
"1460","Owner-occupied as a principal dwelling","Warrick County","Indiana"
